-2.	-2.	0	1.020408163265307e-10
-2.	-1.	0	3.0612244897959197e-8
-2.	0	0	-2.806122448979593e-6
-2.	1.	0	-0.0007653061224489798
-2.	2.	0	0.06377551020408163265306122448979591836735
-1.	-2.	0	3.0612244897959197e-8
-1.	-1.	0	0.000014795918367346945
-1.	0	0	0.0007653061224489798
-1.	1.	0	-0.2551020408163265306122448979591836734694
0	-2.	0	-2.806122448979593e-6
0	-1.	0	0.0007653061224489798
0	0	0	0.3826530612244897959183673469387755102041
1.	-2.	0	-0.0007653061224489798
1.	-1.	0	-0.2551020408163265306122448979591836734694
2.	-2.	0	0.06377551020408163265306122448979591836735
