0	1.	0	0	0	0	0.2688878581735724
0	1.	-1.	0	0	0	0.007919857402138445
0	1.	1.	0	0	0	-0.061526122377991904
0	1.	2.	0	0	0	-0.5812746613625709
0	1.	0	0	-1.	0	0.007919857402138445
0	1.	1.	0	-1.	0	-0.057745825602968454
0	1.	2.	0	-1.	0	-0.047153506908794704
0	1.	3.	0	-1.	0	0.12605956511477442
0	1.	0	0	1.	0	-0.061526122377991904
0	1.	-1.	0	1.	0	-0.057745825602968454
0	1.	1.	0	1.	0	0.7143375356503884
0	1.	-1.	0	2.	0	-0.047153506908794704
0	1.	0	0	2.	0	-0.5812746613625709
0	1.	-1.	0	3.	0	0.12605956511477442
0	1.	-1.	0	-1.	0	0.0002764659795718544
-2.	1.	0	0	0	0	-0.000901927593850155
-2.	1.	-1.	0	0	0	0.000058927421932637145
-2.	1.	1.	0	0	0	0.0024312883735990412
-2.	1.	2.	0	0	0	-0.02245670995670996
-2.	1.	3.	0	0	0	-0.038940583783539165
-2.	1.	1.	0	-1.	0	-0.000629728064580335
-2.	1.	2.	0	-1.	0	0.0007174293561439799
-2.	1.	3.	0	-1.	0	0.004174397031539889
-2.	1.	0	0	-1.	0	0.00005892742193263713
-2.	1.	0	0	1.	0	0.0024312883735990425
-2.	1.	1.	0	1.	0	0.044063079777365496
-2.	1.	2.	0	1.	0	0.009345740108049398
-2.	1.	3.	0	1.	0	-0.16807942015303257
-2.	1.	-1.	0	1.	0	-0.000629728064580335
-2.	1.	0	0	2.	0	-0.02245670995670996
-2.	1.	-1.	0	2.	0	0.0007174293561439799
-2.	1.	1.	0	2.	0	0.009345740108049398
-2.	1.	2.	0	2.	0	0.33615884030606513
-2.	1.	0	0	3.	0	-0.038940583783539165
-2.	1.	-1.	0	3.	0	0.004174397031539889
-2.	1.	1.	0	3.	0	-0.16807942015303257
-2.	1.	-1.	0	-1.	0	1.5258378891435882e-6
-1.	1.	0	0	0	0	-0.0047984033276662515
-1.	1.	-1.	0	0	0	-0.0009714707337733215
-1.	1.	1.	0	0	0	0.0132833436404865
-1.	1.	2.	0	0	0	0.2546714179443462
-1.	1.	3.	0	0	0	-0.12139069233274573
-1.	1.	1.	0	-1.	0	0.009495388537199735
-1.	1.	2.	0	-1.	0	-0.001623376623376623
-1.	1.	3.	0	-1.	0	-0.04587908780315161
-1.	1.	0	0	-1.	0	-0.0009714707337733215
-1.	1.	0	0	1.	0	0.0132833436404865
-1.	1.	-1.	0	1.	0	0.009495388537199735
-1.	1.	1.	0	1.	0	-0.25318459565442925
-1.	1.	2.	0	1.	0	-0.04201985503825814
-1.	1.	0	0	2.	0	0.25467141794434617
-1.	1.	-1.	0	2.	0	-0.0016233766233766222
