0	1.	0	0	0	0	0.2688878581735724592867450010307153164296021438878581735724592867450010307153164296021438878581735725
0	1.	-1.	0	0	0	0.01088048855905998763141620284477427334570191713048855905998763141620284477427334570191713048855905999
0	1.	1.	0	0	0	-0.04478458049886621315192743764172335600907029478458049886621315192743764172335600907029478458049886621
0	1.	2.	0	0	0	-0.3079777365491651205936920222634508348794063079777365491651205936920222634508348794063079777365491651
0	1.	0	0	-1.	0	0.01088048855905998763141620284477427334570191713048855905998763141620284477427334570191713048855905999
0	1.	1.	0	-1.	0	-0.05774582560296846011131725417439703153988868274582560296846011131725417439703153988868274582560296846
0	1.	2.	0	-1.	0	-0.03432282003710575139146567717996289424860853432282003710575139146567717996289424860853432282003710575
0	1.	3.	0	-1.	0	0.06679035250463821892393320964749536178107606679035250463821892393320964749536178107606679035250463822
0	1.	0	0	1.	0	-0.04478458049886621315192743764172335600907029478458049886621315192743764172335600907029478458049886621
0	1.	-1.	0	1.	0	-0.05774582560296846011131725417439703153988868274582560296846011131725417439703153988868274582560296846
0	1.	1.	0	1.	0	0.3784786641929499072356215213358070500927643784786641929499072356215213358070500927643784786641929499
0	1.	-1.	0	2.	0	-0.03432282003710575139146567717996289424860853432282003710575139146567717996289424860853432282003710575
0	1.	0	0	2.	0	-0.3079777365491651205936920222634508348794063079777365491651205936920222634508348794063079777365491651
0	1.	-1.	0	3.	0	0.06679035250463821892393320964749536178107606679035250463821892393320964749536178107606679035250463822
0	1.	-1.	0	-1.	0	0.0005217996289424860853432282003710575139146567717996289424860853432282003710575139146567717996289424861
-2.	1.	0	0	0	0	-0.001702290764790764790764790764790764790764790764790764790764790764790764790764790764790764790764790765
-2.	1.	-1.	0	0	0	0.0001527954931972789115646258503401360544217687074829931972789115646258503401360544217687074829931972789
-2.	1.	1.	0	0	0	0.003340161822304679447536590393733250876108018965161822304679447536590393733250876108018965161822304679
-2.	1.	2.	0	0	0	-0.02245670995670995670995670995670995670995670995670995670995670995670995670995670995670995670995670996
-2.	1.	3.	0	0	0	-0.02834467120181405895691609977324263038548752834467120181405895691609977324263038548752834467120181406
-2.	1.	1.	0	-1.	0	-0.001188543599257884972170686456400742115027829313543599257884972170686456400742115027829313543599257885
-2.	1.	2.	0	-1.	0	0.0009856215213358070500927643784786641929499072356215213358070500927643784786641929499072356215213358071
-2.	1.	3.	0	-1.	0	0.004174397031539888682745825602968460111317254174397031539888682745825602968460111317254174397031539889
-2.	1.	0	0	-1.	0	0.0001527954931972789115646258503401360544217687074829931972789115646258503401360544217687074829931972789
-2.	1.	0	0	1.	0	0.003340161822304679447536590393733250876108018965161822304679447536590393733250876108018965161822304679
-2.	1.	1.	0	1.	0	0.04406307977736549165120593692022263450834879406307977736549165120593692022263450834879406307977736549
-2.	1.	2.	0	1.	0	0.006802721088435374149659863945578231292517006802721088435374149659863945578231292517006802721088435374
-2.	1.	3.	0	1.	0	-0.08905380333951762523191094619666048237476808905380333951762523191094619666048237476808905380333951763
-2.	1.	-1.	0	1.	0	-0.001188543599257884972170686456400742115027829313543599257884972170686456400742115027829313543599257885
-2.	1.	0	0	2.	0	-0.02245670995670995670995670995670995670995670995670995670995670995670995670995670995670995670995670996
-2.	1.	-1.	0	2.	0	0.0009856215213358070500927643784786641929499072356215213358070500927643784786641929499072356215213358071
-2.	1.	1.	0	2.	0	0.006802721088435374149659863945578231292517006802721088435374149659863945578231292517006802721088435374
-2.	1.	2.	0	2.	0	0.1781076066790352504638218923933209647495361781076066790352504638218923933209647495361781076066790353
-2.	1.	0	0	3.	0	-0.02834467120181405895691609977324263038548752834467120181405895691609977324263038548752834467120181406
-2.	1.	-1.	0	3.	0	0.004174397031539888682745825602968460111317254174397031539888682745825602968460111317254174397031539889
-2.	1.	1.	0	3.	0	-0.08905380333951762523191094619666048237476808905380333951762523191094619666048237476808905380333951763
-2.	1.	-1.	0	-1.	0	5.43541280148423005565862708719851576994434137291280148423005565862708719851576994434137291280148423e-6
-1.	1.	0	0	0	0	-0.00659216067379332685455134434726271460965338516358924522189828312277291869128603822481373501781665047
