0	0	2.	1.	1.	0	0
0	0	1.	1.	1.	0	0
0	0	0	1.	1.	0	0
0	0	-1.	1.	1.	0	0
0	0	0	0	2.	1.	4.646319656e-9
0	0	1.	0	2.	1.	-8.168942916e-11
0	0	-1.	0	2.	1.	-1.585636225e-6
0	0	-2.	0	2.	1.	-0.0003607503608
0	0	0	0	1.	1.	-5.021181379e-6
0	0	1.	0	1.	1.	-4.18168769e-8
0	0	-1.	0	1.	1.	-0.003517316017
0	0	-2.	0	1.	1.	-0.4308928548
0	0	0	0	0	1.	-0.01632395382
0	0	1.	0	0	1.	0.00009355253728
0	0	-1.	0	0	1.	-1.108010198
0	0	-2.	0	0	1.	189.0637362
0	0	0	0	-1.	1.	4.031925998
0	0	1.	0	-1.	1.	-0.04816017316
0	0	-1.	0	-1.	1.	850.7868129
0	0	1.	0	-2.	1.	8.310076485
0	0	0	0	-2.	1.	661.7230767
0	0	2.	1.	0	0	0
0	0	1.	1.	0	0	0
0	0	0	1.	0	0	0
0	0	-1.	1.	0	0	0
0	0	-2.	1.	1.	0	0
0	0	-3.	0	2.	1.	0
0	0	-3.	0	1.	1.	0
0	0	2.	1.	-1.	0	0
0	0	1.	1.	-1.	0	0
0	0	0	1.	-1.	0	0
0	0	-4.	0	2.	1.	0
1.	0	2.	1.	0	0	0
1.	0	1.	1.	0	0	0
1.	0	0	1.	0	0	0
1.	0	-1.	1.	0	0	0
1.	0	2.	1.	1.	0	3.989515317e-14
1.	0	1.	1.	1.	0	2.042235729e-11
1.	0	0	1.	1.	0	-4.878635639e-8
1.	0	-1.	1.	1.	0	0.00001982045281
1.	0	-2.	1.	1.	0	-0.002435064935
1.	0	0	0	2.	1.	0
1.	0	1.	0	2.	1.	3.989515317e-14
1.	0	0	0	1.	1.	0
1.	0	1.	0	1.	1.	2.042235729e-11
1.	0	0	0	0	1.	0
1.	0	1.	0	0	1.	-4.878635639e-8
1.	0	0	0	-1.	1.	0
1.	0	1.	0	-1.	1.	0.00001982045281
