0	0	2.	1.	1.	0	0
0	0	1.	1.	1.	0	0
0	0	0	1.	1.	0	0
0	0	-1.	1.	1.	0	0
0	0	0	0	2.	1.	8.769425722e-9
0	0	1.	0	2.	1.	-2.118160986e-10
0	0	-1.	0	2.	1.	-2.178384778e-6
0	0	-2.	0	2.	1.	-0.0003607503608
0	0	0	0	1.	1.	-6.898218462e-6
0	0	1.	0	1.	1.	-7.89248315e-8
0	0	-1.	0	1.	1.	-0.003517316017
0	0	-2.	0	1.	1.	-0.3136449201
0	0	0	0	0	1.	-0.01632395382
0	0	1.	0	0	1.	0.0001285247019
0	0	-1.	0	0	1.	-0.806515509
0	0	-2.	0	0	1.	100.171959
0	0	0	0	-1.	1.	2.934820324
0	0	1.	0	-1.	1.	-0.04816017316
0	0	-1.	0	-1.	1.	450.7738155
0	0	1.	0	-2.	1.	6.048866317
0	0	0	0	-2.	1.	350.6018565
0	0	2.	1.	0	0	0
0	0	1.	1.	0	0	0
0	0	0	1.	0	0	0
0	0	-1.	1.	0	0	0
0	0	-2.	1.	1.	0	0
0	0	-3.	0	2.	1.	0
0	0	-3.	0	1.	1.	0
0	0	2.	1.	-1.	0	0
0	0	1.	1.	-1.	0	0
0	0	0	1.	-1.	0	0
0	0	-4.	0	2.	1.	0
1.	0	2.	1.	0	0	0
1.	0	1.	1.	0	0	0
1.	0	0	1.	0	0	0
1.	0	-1.	1.	0	0	0
1.	0	2.	1.	1.	0	1.421164252e-13
1.	0	1.	1.	1.	0	5.295402466e-11
1.	0	0	1.	1.	0	-9.207897008e-8
1.	0	-1.	1.	1.	0	0.00002722980972
1.	0	-2.	1.	1.	0	-0.002435064935
1.	0	0	0	2.	1.	0
1.	0	1.	0	2.	1.	1.421164252e-13
1.	0	0	0	1.	1.	0
1.	0	1.	0	1.	1.	5.295402466e-11
1.	0	0	0	0	1.	0
1.	0	1.	0	0	1.	-9.207897008e-8
1.	0	0	0	-1.	1.	0
1.	0	1.	0	-1.	1.	0.00002722980972
