0.005	1625.7508255439188+0.*I
0.005860511487667402	3465.5016060882167+0.*I
0.006869118979416314	7292.450093314671+0.*I
0.008051310137804697	15071.45849276172+0.*I
0.009436959110675488	30400.683295377792+0.*I
0.011061081455352246	59485.566844953944+0.*I
0.012964718987023338	112302.29951173862+0.*I
0.01519597691156599	203523.788947665+0.*I
0.017811239451312216	352118.409287413+0.*I
0.02087659468280201	577483.7065801469+0.*I
0.024469504592387472	889383.9404497723+0.*I
0.028680762552243402	1.2729080821745214*^6+0.*I
0.0336167876824967	1.6858717215600493*^6+0.*I
0.03940231407834958	2.0883428924078697*^6+0.*I
0.04618354285936932	2.491754595532941*^6+0.*I
0.054131836693702744	2.960372694775743*^6+0.*I
0.06344805015839614	3.5212598085950753*^6+0.*I
0.07436760536467561	3.960352007420635*^6+0.*I
0.08716644110999947	3.898750555636543*^6+0.*I
0.10216798589284715	3.5307657496849345*^6+0.*I
0.11975133099937434	3.4533553840285824*^6+0.*I
0.14036081019705896	3.2151430069241575*^6+0.*I
0.16451722811563346	2.552396292317702*^6+0.*I
0.19283102105817368	2.2578325261699953*^6+0.*I
0.22601768281801232	1.7233712093247615*^6+0.*I
0.26491584531418566	1.384789399835321*^6+0.*I
0.31050847094578105	1.0194915305148269*^6+0.*I
0.36394769219915796	740471.3063053292+0.*I
0.42658392620864055	532531.3349074058+0.*I
0.5000000000000002	377311.7841186947+0.*I
