0.005	40998.34593195965-1.4210017638915352*^-11*I
0.005897472295375228	84262.46890868669-6.8612845585890665*^-12*I
0.006956035894943672	169465.26188948026+4.442416972711917*^-11*I
0.008204605795213187	331614.94504630787+7.656259503725943*^-15*I
0.009677287074348962	627966.7521644456+2.613846994572037*^-11*I
0.01141430648307316	1.1456288295563227*^6-1.6203197196385338*^-10*I
0.013463111250969162	2.005338019761545*^6-1.0453346309087155*^-11*I
0.015879665122429033	3.349820568776016*^6+6.272007785452293*^-11*I
0.0187299770238723	5.293465200032334*^6-1.8815002521756383*^-10*I
0.022091904118260293	7.810983445714472*^6+8.362677047269724*^-11*I
0.026057278497905196	1.0616833532497419*^7-9.198944751996697*^-10*I
0.030734415606854505	1.320332671184525*^7-9.198689543346572*^-10*I
0.03625107291119449	1.5075533319785045*^7+1.1707696824447589*^-9*I
0.04275793963427939	1.5967379043330716*^7-1.045181505718641*^-10*I
0.05043275288009781	1.60613477042379*^7+2.362466474199702*^-9*I
0.05948515257797642	1.593594195349049*^7+6.690090596085754*^-10*I
0.07016240786295685	1.5633723173284665*^7-1.6516083001437606*^-9*I
0.08275617130972103	1.43265064928443*^7+8.257939417258753*^-10*I
0.09761044551408121	1.1932182168627536*^7-4.084619549410794*^-9*I
0.11513097963170543	9.458494662035812*^6+7.314279912559519*^-11*I
0.1357963525434785	7.354489973761964*^6-4.108157443211748*^-9*I
0.16017104538763435	5.499355172774841*^6+8.812244949069007*^-9*I
0.1889208605389724	3.9003634372727447*^6+3.81415778009246*^-8*I
0.22283110820940735	2.660749424492363*^6-2.68115463931903*^-8*I
0.2628280574425478	1.7735364672692004*^6+5.209983561561137*^-8*I
0.31000423744294303	1.149938967132051*^6-4.3073674776008256*^-8*I
0.3656482803537359	719184.3507230853-5.1122416951168296*^-8*I
0.43128012064755056	436065.88808268047+2.486171926469651*^-7*I
0.5086925126130029	259758.6257642974-3.6693919804563134*^-7*I
0.5999999999999999	152621.1469801614-2.2898388336725584*^-7*I
