0.005	510.83423879670164+0.*I
0.005860511487667402	1004.5692493321512+0.*I
0.006869118979416314	2019.740549222019+0.*I
0.008051310137804697	3747.5934846251153+0.*I
0.009436959110675488	6720.059945242485+0.*I
0.011061081455352246	11655.339916599945+0.*I
0.012964718987023338	17774.586186532106+0.*I
0.01519597691156599	26840.288068566348+0.*I
0.017811239451312216	34891.44255480015+0.*I
0.02087659468280201	41224.45886237246+0.*I
0.024469504592387472	39431.75716216846+0.*I
0.028680762552243402	26395.328185028728+0.*I
0.0336167876824967	1065.763996070419+0.*I
0.03940231407834958	-33177.92496780555+0.*I
0.04618354285936932	-75105.45290579174+0.*I
0.054131836693702744	-130689.71144172314+0.*I
0.06344805015839614	-207142.71593543034+0.*I
0.07436760536467561	-282392.47484332405+0.*I
0.08716644110999947	-300678.9202490446+0.*I
0.10216798589284715	-285244.4597785976+0.*I
0.11975133099937434	-327045.2429516079+0.*I
0.14036081019705896	-346464.7580682949+0.*I
0.16451722811563346	-274900.26027839043+0.*I
0.19283102105817368	-279797.75776923035+0.*I
0.22601768281801232	-218399.31427692046+0.*I
0.26491584531418566	-194770.6818568933+0.*I
0.31050847094578105	-151192.3259227531+0.*I
0.36394769219915796	-117175.99723131493+0.*I
0.42658392620864055	-89615.48968478908+0.*I
0.5000000000000002	-66695.88474413879+0.*I
