0.005	2329.0700344911909879
0.005860511487667402	5257.9339069267146858
0.006869118979416314	11678.464369845067528
0.008051310137804697	25451.507943704280772
0.009436959110675488	54251.053600185670825
0.011061081455352246	112671.72089807907241
0.012964718987023338	226974.20708107036105
0.01519597691156599	441044.12523371853463
0.017811239451312216	821269.66446067446138
0.02087659468280201	1.453727763069445423e6
0.024469504592387472	2.4237903217785271007e6
0.028680762552243402	3.7689964047605345315e6
0.0336167876824967	5.4190990447694724467e6
0.03940231407834958	7.1778982063489269705e6
0.04618354285936932	8.8221248153839051931e6
0.054131836693702744	1.0296670571963598401e7
0.06344805015839614	1.1794080891068254515e7
0.07436760536467561	1.3437152946615696485e7
0.08716644110999947	1.4660749309581463362e7
0.10216798589284715	1.4522700256505091379e7
0.11975133099937434	1.3359295154794641922e7
0.14036081019705896	1.2175143692954838164e7
0.16451722811563346	1.0579828196148651966e7
0.19283102105817368	8.6937963181835308986e6
0.22601768281801232	6.9612976133747821677e6
0.26491584531418566	5.33117324849389454e6
0.31050847094578105	3.9539036685714660097e6
0.36394769219915796	2.8446518061594063596e6
0.42658392620864055	1.9875932887897674374e6
0.5000000000000002	1.353262745512426267e6
