0.005	7262.455461303472+0.*I
0.005860511487667402	15080.353623984007+0.*I
0.006869118979416314	30956.439539640116+0.*I
0.008051310137804697	62557.09658207797+0.*I
0.009436959110675488	123747.91417687734+0.*I
0.011061081455352246	238203.76113630322+0.*I
0.012964718987023338	443646.4145552489+0.*I
0.01519597691156599	795097.612215243+0.*I
0.017811239451312216	1.363164163593123*^6+0.*I
0.02087659468280201	2.2198609426242393*^6+0.*I
0.024469504592387472	3.4022856860171435*^6+0.*I
0.028680762552243402	4.85828140924373*^6+0.*I
0.0336167876824967	6.436474434952616*^6+0.*I
0.03940231407834958	7.993081037836256*^6+0.*I
0.04618354285936932	9.575076412235755*^6+0.*I
0.054131836693702744	1.1425885051264541*^7+0.*I
0.06344805015839614	1.3635981839744013*^7+0.*I
0.07436760536467561	1.536180292793365*^7+0.*I
0.08716644110999947	1.5145348982653137*^7+0.*I
0.10216798589284715	1.3758907103207193*^7+0.*I
0.11975133099937434	1.351990681904804*^7+0.*I
0.14036081019705896	1.2648406918260885*^7+0.*I
0.16451722811563346	1.0088185105251357*^7+0.*I
0.19283102105817368	8.968642856136184*^6+0.*I
0.22601768281801232	6.882640638206192*^6+0.*I
0.26491584531418566	5.55995343057309*^6+0.*I
0.31050847094578105	4.1155109522630065*^6+0.*I
0.36394769219915796	3.008162418460316*^6+0.*I
0.42658392620864055	2.1791543459331593*^6+0.*I
0.5000000000000002	1.5542265952234988*^6+0.*I
