0.005	1828.469306513284-1.796668896874355*^-12*I
0.005860511487667402	4113.695573212076+1.0616679845166642*^-12*I
0.006869118979416314	9191.598471220688+1.7150021288346114*^-11*I
0.008051310137804697	20240.837397595238-4.3773387669302463*^-11*I
0.009436959110675488	43470.2111359065+3.920004865907683*^-12*I
0.011061081455352246	90274.71841764734-8.885344362724082*^-11*I
0.012964718987023338	180495.71411218483-5.945340713293319*^-11*I
0.01519597691156599	347246.56696238887+3.750137988385017*^-10*I
0.017811239451312216	643534.1291657079+3.1360038927261464*^-11*I
0.02087659468280201	1.14649756016272*^6-2.116802627590149*^-10*I
0.024469504592387472	1.9436553651350997*^6+1.1838414695041204*^-9*I
0.028680762552243402	3.076307548743409*^6+1.0035212456723669*^-9*I
0.0336167876824967	4.4689957459985465*^6+3.3973375504533255*^-10*I
0.03940231407834958	5.950143498739564*^6-2.534936479953635*^-10*I
0.04618354285936932	7.355923013966679*^6+6.245874419679576*^-10*I
0.054131836693702744	8.64673893097242*^6+8.022943292224391*^-10*I
0.06344805015839614	9.982940112115601*^6+2.218722754103749*^-9*I
0.07436760536467561	1.1412329437782424*^7+1.1864548060813922*^-9*I
0.08716644110999947	1.2413833070764795*^7+3.71093793972594*^-10*I
0.10216798589284715	1.243393697355407*^7-5.932274030406961*^-9*I
0.11975133099937434	1.1669380696602648*^7+4.871259380034615*^-9*I
0.14036081019705896	1.0523792840773286*^7-3.4496042819987613*^-10*I
0.16451722811563346	9.150572671244036*^6+3.17324393895227*^-8*I
0.19283102105817368	7.637907868182188*^6-4.9652088299875354*^-8*I
0.22601768281801232	6.126964432044282*^6+3.682779238105837*^-8*I
0.26491584531418566	4.734144994124354*^6+4.667419127007415*^-8*I
0.31050847094578105	3.5079437082388345*^6+3.4125961693938713*^-7*I
0.36394769219915796	2.4994555299188667*^6-2.8387368570614806*^-10*I
0.42658392620864055	1.7438542335815055*^6+1.5658570503672775*^-6*I
0.5000000000000002	1.203482826752694*^6-4.5810679531529116*^-7*I
