0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
8.5293318705356568652248087381307975914464582325493654300228491e-06+0.0j,1.0316578103440968873391243336155847753239580220161334307595434e-06+6.0488797185699750837694661481500664080781285497780916445771253e-09j,1.0316578103440968873391243336155847753239580220161334307522508e-06-6.0488797185699750837694661481500664080781285497780916652489763e-09j,0.0011317039310199744825709183835115330050059098586414486092185163+0.0053824325092108902644335623483290614743259771872187045077714045j,0.001131703931019974482570918383511533005005909858641448609218633-0.005382432509210890264433562348329061474325977187218704507771492j,-3.6739545993257029815392255651427941642947098272365669067998324+1.5383050750309889451078815123408381968798585470156672108137246j,-3.6739545993257029815392255651427941642947098272365669067997528-1.5383050750309889451078815123408381968798585470156672108136947j,0.079522330576532665290103350083873093112033388923366139856943895+0.031419234218084434895620858516899027976525769492000436116570815j,0.079522330576532665290103350083873093112033388923366139856943583-0.031419234218084434895620858516899027976525769492000436116570426j,2.6704975815594731308323401206918455444102021128397069285634837e-05+8.2351320348112884987850660825508022769111934490362787496889841e-05j,2.6704975815594731308323401206918455444102021128397069075831711e-05-8.2351320348112884987850660825508022769111934490362787193128908e-05j,-5.3259727152990982014694684099954127950872425311675738998533271e-05+6.2151581516106705601142926708862178216119379382725779622556374e-06j,-5.3259727152990982014694684099954127950872425311675738992618975e-05-6.2151581516106705601142926708862178216119379382725779622556374e-06j,-1551.1310497437370105348567759317233010925495797799656076180394-2430.1075128317173913881619977454343266779537633869665100061983j,-1551.1310497437370105348567759317233010925495797799656076180789+2430.1075128317173913881619977454343266779537633869665100061881j,1084.7282270225916337208582082512053161748604501275364898261465+1879.7948920153015255199794318363735269274879764569104322360064j,1084.7282270225916337208582082512053161748604501275364898261312-1879.7948920153015255199794318363735269274879764569104322359567j,-0.00080574308674414455561169335301272117598809691969267335218929901+0.00094926118633460798162114136666148420381986328172988779823795981j,-0.00080574308674414455561169335301272117598809691969267335641223717-0.00094926118633460798162114136666148420381986328172988780628618547j,-0.0024581064923343012952838142116073291731960423569820045842007072-0.0028095880468387830039575976217581694446127912271496630941501261j,-0.0024581064923343012952838142116073291731960423569820045841204303+0.0028095880468387830039575976217581694446127912271496630948075877j,1547189.2332204040356498439663002117613984518797955555647105174-1392051.3840950843562305682365070428829763150972689035941934461j,1547189.2332204040356498439663002117613984518797955555647105161+1392051.3840950843562305682365070428829763150972689035941934539j,-15087113.303016848871186721479070718570464730687855779574482674+75689710.983212570501645787659838487262823676157656937875841599j,-15087113.303016848871186721479070718570464730687855779574481598-75689710.983212570501645787659838487262823676157656937875836921j,-0.016085158506396494320506764715630290407836888473829489388043417-0.0036189046496815369560793835363085333095361848763669800716596097j,-0.016085158506396494320506764715630290407836888473829489326211537+0.0036189046496815369560793835363085333095361848763669800716583651j,0.21964626166745031028401006379166787254818431616343554297191189-0.30282880486250016365256815761082223371454923576085689611061512j,0.21964626166745031028401006379166787254818431616343554294772925+0.30282880486250016365256815761082223371454923576085689611053795j,1162705757.3707874729666266455707909273644020314906890821000999+939322451.63891078280393569210154467456188268187401660826341653j,1162705757.3707874729666266455707909273644020314906890821000999-939322451.63891078280393569210154467456188268187401660826341653j,-2450665914198.5214254707229894833035113286083898564295406461419+1885033793337.3796880067843597902900511747610931396742974790131j,-2450665914198.5214254707229894833035113286083898564295406458272-1885033793337.3796880067843597902900511747610931396742974789994j
-1.0761199948752175464360749648089143709628882443233805870851651e-07+9.5631774271120727029459079762178918172453815689242037510031955e-07j,2.2066488688327969583970755648253990795935429361937667442085919e-07+1.8931414096934032053614452852762008351430007613486786806664601e-07j,3.8353698796922478592005116133217184582704624588309595494972316e-07+1.3549922405464636124894571393399300603714102112098585336315632e-06j,-0.00029669285098076175879698011509589135187241828911286641006915226+1.4634558139827365040321378041520630602684633511601087099990758e-05j,3.0026215273758138718462672389696648387637081334665232855840125e-05+5.9433945353159965127704741889245101955763019144725484240844977e-06j,-0.068857251077210770426912329063087829246774207587315021623588009-0.14093550416458164415471406982293846442006954048763904825252321j,-0.0091353765080816903160620467244529821047847361169605705738860067-0.12876275144311650317770814942672783232809015651067512189107335j,-0.0011755032779107889728542038878122042762386153069350109826430708+0.0039313924331582159384505844785568521939212705705229424044494825j,0.0022040827922875612713528301227192808434522358217737536895502588+0.003319003197890803249713570616298008394624898575864177429875359j,-2.8843044072634611947192870582262845436654347367553744108569825e-05-1.0377540026166734234923683066933233557428280419001550443796806e-05j,-1.8841861139898304793092139067646865639751447040497963273497329e-05+2.0076131327860250138790055832106217587107404282460815258551534e-05j,-4.1633095812920039670713524662706660067372772657753135632825894e-05-2.8400235230175592730505875964151161247153807648923342600625164e-05j,-3.4660807098336208173478500982582396802949409016679965531447641e-05+5.5834312005915145688895640658464558855938509241521855908064426e-05j,85.696281199348282785252043661146345426500816281160550016908349-63.922301182954828503918516735467379536648706470653053774700036j,-103.00904538492243099257160651015374543367292303821849755445021-20.705757997784469984715885116321122985063166450020474077993087j,-94.640642637421921296559054423547802527715870529655382342024617+73.729135452288818516263262280547864797297577301020155009544582j,114.48776692804153263998094319987585930237021493790177126783296+35.822222566457381926845724519158406341979576960469680698763837j,-5.0874405841691485440646835553867887099529941317876469542862044e-05-0.0002051837818354119872114449524730272208877382291415370262057819j,7.8026193107933248582234493494098681305901750646904632776123725e-05+0.00018072432649704853172241179082769595546092559134453745359369125j,0.00061184049567541657008702175238255082750426606108974335045911764-0.0014411557519350531479967552723891611242255014038545006704500257j,0.0013559347116195147983192345779382767454877147958985527741180966+0.0028368001573149651519949515211730796159797964735954258705011235j,53221.16469092854771111542468406508724481789318365180175299908+53812.805082474260855816130879260891683436818416840108155159608j,-28568.915831444055648976361801162897532317115005668087056610474+71205.295986384404425095171581423649035237122825811510172957369j,-4422124.4161448100639095286178413438545737278455143706384337116-179590.95162359929371672405719783835044891777982018926783736525j,4078134.2931445370548611797151385276099961600542216230802496648-1720140.3806993401946887962317418965826245340279971917685009541j,0.0014877342215496407059669065782388212577664490560474847676283171-0.0014507363865030122650238951465342729129753458368473770396938735j,0.0019509949935870562264811874784569186530759362385121226810332945+0.00021729093214847649364969006534217277007776654603251586539634694j,0.086894629425410711464739393137246693130637526141438860654563444+0.021907400163738977175076974284090114972556836387357870930594844j,0.20775103026614482627097124045969948746028480021074268641246851+0.033742890135946765908669974425340249569475054366748537751577487j,-33760406.867730529906470946543969332231836017505437989040129987+42451050.141202997821365252347603910146332214772581162629195729j,47867860.104696760759833087678827839165586378886407701339395553+27481525.332881892866676064939938134925989741403647132815883501j,-131127221665.74664698718980120844144165192264563904739673822036-122391760551.05469433406763454991837865175041391265530640675048j,79840898597.666783041697419512894285505966755831798116159459918-160625169627.36796088278887795475189919522732926933129982569121j
-1.0761199948752175464360749648089143709628882443233805870000848e-07-9.5631774271120727029459079762178918172453815689242037509974982e-07j,3.8353698796922478592005116133217184582699194199546698062147487e-07-1.3549922405464636124894571393399300603713838447269644238073671e-06j,2.2066488688327969583970755648253990795935429361937667441113573e-07-1.8931414096934032053614452852762008351430007613486786807885731e-07j,3.0026215273758138718462672389696648387637081334665232894097084e-05-5.9433945353159965127704741889245101955763019144725484125719194e-06j,-0.00029669285098076175879698011509589135187241828911286641006916563-1.4634558139827365040321378041520630602684633511601087099203158e-05j,-0.0091353765080816903160620467244529821047847361169605705871904925+0.12876275144311650317770814942672783232809015651067512193717672j,-0.068857251077210770426912329063087829246774207587315021621692945+0.14093550416458164415471406982293846442006954048763904825188582j,0.0022040827922875612713528301227192808434522358217737538135160389-0.003319003197890803249713570616298008394624898575864177479632275j,-0.0011755032779107889728542038878122042762386153069350109287208355-0.003931392433158215938450584478556852193921270570522942498429819j,-1.8841861139898304793092139067646865639751447040497963283850385e-05-2.0076131327860250138790055832106217587107404282460815945475186e-05j,-2.8843044072634611947192870582262845436654347367553744270465457e-05+1.0377540026166734234923683066933233557428280419001550777506001e-05j,-3.4660807098336208173478500982582396802931182108905382612774507e-05-5.5834312005915145688895640658464558855931848822024587308503695e-05j,-4.163309581292003967071352466270666006737277265775313562938622e-05+2.8400235230175592730505875964151161247153807648923342600625164e-05j,-103.00904538492243099257160651015374543367292303821849760273794+20.705757997784469984715885116321122985063166450020474067514744j,85.696281199348282785252043661146345426500816281160550015347358+63.92230118295482850391851673546737953664870647065305377240443j,114.48776692804153263998094319987585930237021493790178347974384-35.822222566457381926845724519158406341979576960469676532958724j,-94.640642637421921296559054423547802527715870529655384396330019-73.729135452288818516263262280547864797297577301020165376681079j,7.8026193107933248582234493494098681305901750646904608801957367e-05-0.00018072432649704853172241179082769595546092559134453744093141091j,-5.0874405841691485440646835553867887099529941317876476872951739e-05+0.00020518378183541198721144495247302722088773822914153701640515514j,0.001355934711619514798319234577938276745488212384120304765604703-0.0028368001573149651519949515211730796159817995352192872837178789j,0.00061184049567541657008702175238255082750426606108974335053908339+0.0014411557519350531479967552723891611242255014038545006707286612j,-28568.915831444055648976361801162897532317115005668087049960271-71205.295986384404425095171581423649035237122825811510220263216j,53221.164690928547711115424684065087244817893183651801751120893-53812.805082474260855816130879260891683436818416840108153896758j,4078134.293144537054861179715138527609996160054221623554723048+1720140.3806993401946887962317418965826245340279971925768373003j,-4422124.4161448100639095286178413438545737278455143712460316635+179590.95162359929371672405719783835044891777982018879571049443j,0.0019509949935870562264811874784569186530759362385121229620385278-0.00021729093214847649364969006534217277007776654603251567072176001j,0.0014877342215496407059669065782388212577664490560474848950918498+0.0014507363865030122650238951465342729129753458368473770145205321j,0.20775103026614482627097124045969948746019747407738167847174742-0.033742890135946765908669974425340249569476728196740442906089583j,0.086894629425410711464739393137246693130637526141438860628902218-0.021907400163738977175076974284090114972556836387357870933298122j,47867860.10469676075983308767882783916558637888640770138367061-27481525.332881892866676064939938134925989741403647132812790339j,-33760406.867730529906470946543969332231836017505437989039174474-42451050.141202997821365252347603910146332214772581162627029662j,79840898597.666783041697419512894285505966755831798105183506597+160625169627.36796088278887795475189919522732926933135935342455j,-131127221665.74664698718980120844144165192264563904744645403167+122391760551.05469433406763454991837865175041391265530905035092j
0.0017595745139575179189964647471567702709211095001582009812922388+0.0055274118089896471649258569250617457732454236631638983713758952j,-1.178838149938833940755184638636887022299191050283317200943884e-05+0.00024465314896533587685109158244298903684510974899381618979637408j,0.00044605158055723427195168311725871200633236672228987246091821207-6.7916966272723590133991087206298583722045536512495437177533128e-05j,-3.5578611939624178376458052595011794354701515916470504008753889+1.8685353428572424309695721670708922773376350401124082923805245j,4.0328111234276841996959861023947038268789200813326845664493974-0.11527442560812552846299110760663444055280601994181793013212192j,-1783.5593773547076880862588262326182326942995136542216189673011-2305.5724516486445472758162901420657083733889601390553560134987j,447.72173780696241142842994832756130438599504433926841957096794-2804.3432220548514238047392504938109924678159013234453887440261j,-2.1313376481180553581468724169194834623317176695740529741047922+62.005682930155828226197594615191966340764729958340730951166707j,39.128140324537545557845264475773526457676117590780205327768665+45.362071776055436044871536982850416697393329663935579951818435j,-0.053878992629373191880451678469635929330210713764187543439596112+0.051394481679349701722716504022340922902449923542962743792178521j,0.07435793922256224878097580514131501450014948314777423974074987+0.012587237578233106345956877175894872601907312033855959980565913j,-0.018720882074798030823017545100916317585072518606599719079412589-0.0061909385892602378071701111399456510357266776333633257394814846j,0.010986055896715928284780620656073262470813146481464821388107015-0.034662377542392640673479448028159264779836251205560649814933797j,1438408.9889217090714370078917847956743935213431220731709809578-1567743.7789457735174206603225004658694428822449538219909091208j,-1918893.7558277309326382448258083223801922001546433778726113659-646855.6025434184676889203555014369774595587300265897189796192j,-954113.10947935732521570239548125379299038013915140602236138074+1233160.3797644534567127811511887525024712157829861014881343565j,1498422.7648520995523768346911965569800522176866889991707534293+207965.71303766455489386058417490482438820897164412446729796525j,-0.90233489115021947163724429855777820320924398702069239172301818-0.33065844697459182344912615637928539545979556463412331885898672j,0.58169157830789447162266603022963172425091521093361531521352676-0.78701331800065630722982321781442793722274227101893443785405341j,0.63649767607788775089960941233703995322726280295799660118557978-1.9525729926236015998043314877177941980959983206151946155651669j,-2.9031019594713059641759077332456348617151889686207546166082788-2.0409009655522451631638843246526547742799895641943906991117833j,1299745109.2749769200051269795991013544158695798395605624735509+845375018.9132132511063976187459542320839325544305326301013747j,-675904068.70602679402887566658000764221979862336931331766029365+1279559200.6893319732536561978426041638259604456295161512445018j,-53867222515.046763843692404846823925035103656962608370966129596+11233428823.939881157097950780758891791439269250185066628597014j,44695759581.222510730704704931465973955966159013534367368651364-30386252767.386575110568978674193289810437124267978001780118639j,-1.3314545082991570285298172198014961676783025703343757059459074-12.349637514358149317221885647355654732868288372656729921867282j,-5.7196258792956244648727003509038585870922218556476469900459387-11.330975488316637683827662225450710402842815426383035419607437j,219.26090967010888532878592293892837459799787257710892157134012+56.462522516089813335720198413669159359092437249721048460166838j,-272.97057964682681466514039506741881106619529818363530057211234+236.51041365663210301699026259568384276408109129941315353260865j,-453811339780.28496931514649067371469179351008093341413021092282+1029085417691.7068069684539877738698149747555145615534710872148j,824353189740.60266237490976773646574736564503486331680827434741+617080228531.8592631670923656176006076110084676791725238341999j,-1918641751141831.2096612811137827238482682717930262509288875512-1069442091495179.3321374276222899931121918812522613007488677518j,537878567506930.44976537665580707144659853778298197594950952223-2102879359473647.5269793379417315831236631889983816164373109811j
0.0017595745139575179189964647471567702709211095001582009812922546-0.005527411808989647164925856925061745773245423663163898371375832j,0.00044605158055723427195168311725871200633236672228987246096293847+6.7916966272723590133991087206298583722045536512495437167031182e-05j,-1.178838149938833940755184638636887022299191050283317200655948e-05-0.00024465314896533587685109158244298903684510974899381618979559499j,4.0328111234276841996959861023947038268789196421549551082692868+0.11527442560812552846299110760663444055280607218449262031306522j,-3.5578611939624178376458052595011794354701515916470504008754685-1.8685353428572424309695721670708922773376350401124082923805444j,447.72173780696241142842994832756130438599523995612091628176596+2804.3432220548514238047392504938109924678158969959810786878749j,-1783.5593773547076880862588262326182326942995136542216189672615+2305.5724516486445472758162901420657083733889601390553560133738j,39.128140324537545557845264475773526457676117590780205327799969-45.362071776055436044871536982850416697393329663935579951912587j,-2.131337648118055358146872416919483462331717669574052973998421-62.005682930155828226197594615191966340764729958340730951057541j,0.074357939222562248780975805141315014500149483147774240599626792-0.012587237578233106345956877175894872601907312033855960394532713j,-0.053878992629373191880451678469635929330210713764187543793781516-0.05139448167934970172271650402234092290244992354296274399804769j,0.010986055896715928284780620656073262470813146481464821379444578+0.034662377542392640673479448028159264779836251205560649798047178j,-0.018720882074798030823017545100916317585072518606599719078695697+0.0061909385892602378071701111399456510357266776333633257406764591j,-1918893.7558277309326382448258083223801922000139956876866703653+646855.60254341846768892035550143697745955869343323120615943926j,1438408.9889217090714370078917847956743935213431220731709809186+1567743.7789457735174206603225004658694428822449538219909091117j,1498422.7648520995523768346911965569800522176866889991707617635-207965.71303766455489386058417490482438820897164412446730309691j,-954113.10947935732521570239548125379299038013915140602234658396-1233160.3797644534567127811511887525024712157829861014881333947j,0.58169157830789447162266603022963172425091521093361528794295952+0.78701331800065630722982321781442793722274227101893441108055324j,-0.90233489115021947163724429855777820320924398702069237890052134+0.33065844697459182344912615637928539545979556463412330464605792j,-2.9031019594713059641759077332456348617151889686207546190425058+2.0409009655522451631638843246526547742799895641943907010081999j,0.63649767607788775089960941233703995322726280295799660105174015+1.9525729926236015998043314877177941980959983206151946157461421j,-675904068.70602679402887566658000764221979863938054976856353971-1279559200.6893319732536561978426041638259603384861123059254866j,1299745109.2749769200051269795991013544158695798395605624735309-845375018.91321325110639761874595423208393255443053263010134062j,44695759581.222510730704704931465973955966159013534367369355776+30386252767.386575110568978674193289810437124267978001780220268j,-53867222515.046763843692404846823925035103656962608370965275936-11233428823.939881157097950780758891791439269250185066629262212j,-5.7196258792956244648727003509038585870922218556476472232710648+11.330975488316637683827662225450710402842815426383035906247401j,-1.3314545082991570285298172198014961676783025703343755849533946+12.349637514358149317221885647355654732868288372656730189098971j,-272.97057964682681466514039506741881106619529818363530041736066-236.51041365663210301699026259568384276408109129941315337171848j,219.26090967010888532878592293892837459799787257710892155914628-56.462522516089813335720198413669159359092437249721048456535385j,824353189740.60266237490976773646574736564494152641480934899023-617080228531.85926316709236561760060761100847110317313628242681j,-453811339780.28496931514649067371469179351008093341413021089237-1029085417691.7068069684539877738698149747555145615534710872114j,537878567506930.44976537665580707144659853778298197594953975594+2102879359473647.5269793379417315831236631889983816164373451686j,-1918641751141831.2096612811137827238482682717930262509288742333+1069442091495179.3321374276222899931121918812522613007487986181j
-3.3940428456099837424092479084761717368054286429598166883333583+1.9742526466390014298325397842706286395073237375922712248597726j,-0.096117922340125328289030175464927643409321292264012188627175227-0.041782221037518587818568333731502367202038699061763034342483183j,0.10294972952293672703927355200740888795688499155121392247566673+0.1268716482813678103409757191917677460747507462803914821001577j,-1857.7719786869608489779630380446038303288209747178793947936042-2154.076909824677953447564563515266703170103207114221416374666j,762.22340998113323889162427832799392778577139091143348540745797+2736.2862076450979533801263488096702129019357057549227028186986j,1319047.6618789509959929667209919556145164508628459783530070292-1626916.5193052285113242083227649337810203732859112954248258145j,1989134.554776081362030939494308550916074576128314924673026596-140458.37239839858540617091174110866586302164408169374332632944j,-42487.790754253122070375369058269067157673969369449332127132745+12831.528610709684503642802952532996887854180266744947964689615j,-20856.803114491614699159953896254983860004698223664664550746183+35471.179367049065972677519942106957441672960349250376552832023j,-42.440746867274039071672091411766797533853277691219079708714677-28.084186838699618109199869576509720544973320798322953928714213j,3.323230366611006881751863412828301904582177902622844042338013+50.971770264833726491494095010263553634212606059056559298319575j,4.1156652909479942762164137615309266703301022563622199003821147-10.692758418967203362539441411221470945159087453566487179619488j,19.352554427347736364768587120388185037249649131902919161600402-5.7047859685684125015674184583000436468244151057567504404376074j,1350612741.2855892664954556736328116456173555079726238100412486+752104303.50220324833420731438564179777850606507777303453114507j,143244618.92394979406190476741486602233008536851423702722604864-1394062219.6141768018955195499434212613086238766031191882203046j,-1074533616.8190609903015051873254384874345494772120463754370925-305066468.55949404282179506590062550480507420963229166402775374j,256176051.49261396894564485768373129940551287212429344066284832+1014327538.669113807480143969281350093785611074376425948848657j,82.298101746678950348567484923282997029109237312326342968513915-654.57299014523930209872323137614382613020216601968672682278792j,612.6998772351744835787705039867684461036767999275273682093333+256.7547892561701606138527069880839371973678117132391984827495j,1241.8464385349440736398523398368683780595836274587142480095215+364.63766039611048603112814368160014617286733295992472894702857j,103.28684429100257552339076428618559553594957242854543791329146-2366.2297689116401000018432659197332685857685842392630163201862j,-378319029216.85071480276065449265448809920694726843000092753836+1073438317903.3996836342018399635712971651476805802398680525412j,-952863833780.06267754593469166157859058808950544984268326077987-257072336145.52973350525580625597839786384898995756790717739187j,-22295390849307.512787402211510682165445447278266501716289358001-32275823448563.843437478833403351268432232652215310277270467105j,31706497016881.693471052594092055462640499732881361690918414215+20433401795586.539268978476410114623105894087490496901996002405j,8079.3151254491279185173532761436882761797505027552217804518114-2808.075289079645619458742047570153196509289042161229943881053j,6539.7387962724400389542127227086117594680760957849760567929569-5643.0861020682727240632010526617278685622492381039005128859725j,-27554.248486163917143838899800775875126909731586622909623195304+146266.7157946946114635433467123891644589609853472504001468797j,-256148.776323466142567295826467766876953155737494206258106185-89176.923159796281787608329140194969482415488821451917763562124j,-821442911544784.70590286539639884416097807425864787293410299968-143989982502000.59308807889590109305584636191823292260215408746j,-281713892346618.70027592055326266714320268928881698166846469541+633098181192004.46170909738186728034922591269385597177185627749j,161691928262614891.89070724464748104131899925272897600090597777-1553036928524648220.7194824359287130174168707042191826390895037j,1502832546258715607.3110001491332498365206906733602581360546284-236229257179817451.60462241437528642942934985113066555484069142j
-3.3940428456099837424092479084761717368054286429598166883333284-1.9742526466390014298325397842706286395073237375922712248597726j,0.1029497295229367270392735520074088879568849915512139224690263-0.12687164828136781034097571919176774607475074628039148214815349j,-0.096117922340125328289030175464927643409321292264012188628609165+0.041782221037518587818568333731502367202038699061763034331509596j,762.22340998113323889162427832799392778577153078840172662286326-2736.2862076450979533801263488096702129019356917435180202373552j,-1857.7719786869608489779630380446038303288209747178793947936182+2154.0769098246779534475645635152667031701032071142214163747475j,1989134.5547760813620309394943085509160745763899966825367330467+140458.37239839858540617091174110866586302163338574684078552155j,1319047.661878950995992966720991955614516450862845978353007007+1626916.5193052285113242083227649337810203732859112954248258327j,-20856.803114491614699159953896254983860004698223664664550673324-35471.179367049065972677519942106957441672960349250376552877088j,-42487.790754253122070375369058269067157673969369449332127317697-12831.528610709684503642802952532996887854180266744947964568254j,3.3232303666110068817518634128283019045821779026228435116733573-50.971770264833726491494095010263553634212606059056560596722938j,-42.440746867274039071672091411766797533853277691219080084591968+28.084186838699618109199869576509720544973320798322954478253179j,19.352554427347736364768587120388185037249649131902919140807366+5.7047859685684125015674184583000436468244151057567504488216718j,4.1156652909479942762164137615309266703301022563622199039175042+10.692758418967203362539441411221470945159087453566487178287593j,143244618.92394979406190476741486602233008524416727311968984128+1394062219.6141768018955195499434212613086239707745971676794588j,1350612741.2855892664954556736328116456173555079726238100412606-752104303.50220324833420731438564179777850606507777303453117581j,256176051.49261396894564485768373129940551287212429344067108227-1014327538.669113807480143969281350093785611074376425948847368j,-1074533616.8190609903015051873254384874345494772120463754427614+305066468.55949404282179506590062550480507420963229166404853983j,612.69987723517448357877050398676844610367679992752732567884785-256.75478925617016061385270698808393719736781171323916045982585j,82.298101746678950348567484923282997029109237312326322014738583+654.57299014523930209872323137614382613020216601968670498099312j,103.28684429100257552339076428618559553594957242854544006136657+2366.229768911640100001843265919733268585768584239263019684549j,1241.846438534944073639852339836868378059583627458714248295038-364.63766039611048603112814368160014617286733295992472865090432j,-952863833780.06267754593469166157859058808962442316873961755713+257072336145.5297335052558062559783978638489443004505443591278j,-378319029216.85071480276065449265448809920694726843000092756196-1073438317903.3996836342018399635712971651476805802398680525535j,31706497016881.693471052594092055462640499732881361690918818183-20433401795586.53926897847641011462310589408749049690199553829j,-22295390849307.512787402211510682165445447278266501716288676335+32275823448563.843437478833403351268432232652215310277271879767j,6539.7387962724400389542127227086117594680760957849767702849188+5643.0861020682727240632010526617278685622492381039009127870902j,8079.3151254491279185173532761436882761797505027552222070934891+2808.0752890796456194587420475701531965092890421612297831448594j,-256148.77632346614256729582646776687695315573749420625786202866+89176.923159796281787608329140194969482415488821451917561974751j,-27554.248486163917143838899800775875126909731586622909617106196-146266.71579469461146354334671238916445896098534725040012783984j,-281713892346618.70027592055326266714320268924820802087272685241-633098181192004.46170909738186728034922591280136142134472209132j,-821442911544784.70590286539639884416097807425864787293410300249+143989982502000.59308807889590109305584636191823292260215410848j,1502832546258715607.3110001491332498365206906733602581360554477+236229257179817451.60462241437528642942934985113066555488013871j,161691928262614891.89070724464748104131899925272897600100006557+1553036928524648220.7194824359287130174168707042191826391288179j
0.064073435378431156392803801613718364529140019495049977892172719+0.022430319260042993551316859686097349157215856324954087065923579j,-0.00025756837913785708091864667680693891853990498565904958044564397+0.0025100139591056761263062161766269154221285660547473859954874521j,0.0014959337908298046092693533412517550467689366629077971590125517-0.0022227102858670157877320810704922119141581121646715597747994318j,-3.4284040883124669640722891626681884369088519935036113032993621+49.824450349162562739830809665357410570916811989192546493087794j,28.000840373648998427094318221390013084518000639315206908733278-40.063160246689534069335227033791092777927322956561471878110151j,-36183.087092786386326977908004287365245254993742229564673876768+6973.0658071388650964444686359561975177946012694562222750593601j,-22522.869973910086681058245002793874448770842540134475672822484-26854.51875259018123000222616072240599025234890861265674118375j,335.80478448852346433902537142266508665259993663282067462236865+147.81948217416708343886535752199434313035446670230159742495333j,345.64094523459747256570783027004923796148995460035740351396413-6.3750999425495426607677874473834851743197586680616544013886272j,0.10964848607478577463844162405723845372183668440204944914189127+0.87317562593439982638483658193813219532682528361928015326911062j,0.6308000965627935632907790007150333358413489296355569484132514-0.61388929264411313201923160133009289438398221709015445643233875j,-0.28845849934961826347353954916223654035531444421229772209003843+0.0054884904619864363808595942052789695828257115840039368511757071j,-0.22037439074665782556759679090924141965188470372690503154459509-0.20805913207263234179204416794881605584868603338532364563313931j,-11689621.444586355013824133228710299850119070037385018548461992-24485568.166050416466612721620203111060315037162451363090278699j,-22623535.689806743109563713963065234132238184846953819688101788+10614786.415019570173498259431869512721823128863341543724102485j,3018065.3527783309206329415436733264918678137848766093709323974+4351643.0239963063436917564005153824194555030423826386165848257j,3296555.6636911678040463858813990471915719423417073914273409859-3770048.3657347154761943474378356826862153061208047730446685877j,-9.5077781322536867406184941259182382512515233634390336005902191+6.3167544550085672105784254864571799780381856095905312754788222j,-3.4834629492838345483390493408800903409826687083613586444869526-10.872415251079501528268563596135390309721946836536220914719418j,-5.6412094919277579150028637574296037525500685598848897472675238-33.455263821128936941303437064992515132217145071231437165677082j,-28.371648550205601835918683760835419864160704696385852415652746+21.452740688682211499370390148775299303708179521221004645067803j,15241700458.080034303367374464352768008794568861149163866771819-12795995219.614538394305245920419050117129167848160820487391853j,3179161738.8781994220046822723539392664434698883240850265873184+17410675216.66703140885337515206562538557139311657367744489043j,-26303868286.226557471612082411995832278872119063676458002752294+159092710380.96076418242490034777734085546485458820463940855458j,-16781525583.821823626702143198440140818497441097776987295511275-158381235743.66727499809850369625522196939179340677201513927438j,-128.29325118603244439233884533978176980634533230336822324647749-73.957968178458267502978325618967066076594040812323120590382563j,-146.39768718217488918817232196294449217493973847604774779604811-22.358029686260319618712174279078197490850793558855146808402184j,3816.9014129889483996115692452223410244741858301403573325167871-1260.2140574591076696002489166707814630631793726140084139817498j,1952.4846469612382989637197792160055154404493228753323023485529+3726.8450532601413169777858892390308101663133220537499097990841j,11816252024276.267236937634465575852437880639327347615914226048+8440582464820.6963076872831950859729925782728553649864833436236j,12398851798421.37351652425340983322380634076572057845518741744+970298063441.68101854537140130947874275349568247292704396976856j,-4921814897382642.5847457375041332433722608297676140661668987896+3850475281285983.8963747028769274653674513573396747940256988475j,-4684649763396543.5474795466489129425066577409917887572682035068-4097313435001022.6827156941152142263542781804031835484160407076j
