0.017221 0.017221 0.017221 925280972.234329
0.017221 0.027562 0.027562 833833541.823259
0.017221 0.038180 0.038180 715308025.902014
0.017221 0.048836 0.048836 634586716.581316
0.017221 0.059539 0.059539 591796585.537831
0.017221 0.070261 0.070261 556255947.849429
0.017221 0.081000 0.081000 519855624.479514
0.017221 0.091757 0.091757 485099975.641689
0.017221 0.102501 0.102501 459749421.229286
0.017221 0.113250 0.113250 444553179.769615
0.017221 0.124006 0.124006 433646021.972473
0.017221 0.134761 0.134761 423160140.970072
0.017221 0.145531 0.145531 412294033.729518
0.017221 0.156301 0.156301 402535647.075606
0.017221 0.167057 0.167057 395252928.978997
0.017221 0.177821 0.177821 389635960.519083
0.017221 0.188592 0.188592 384863220.876444
0.017221 0.199356 0.199356 380480148.830406
0.017221 0.210114 0.210114 376254855.234478
0.017221 0.220892 0.220892 372492894.271129
0.027562 0.027562 0.027562 788109826.617725
0.027562 0.027562 0.038180 728847068.657101
0.027562 0.038180 0.038180 669584310.696477
0.027562 0.038180 0.048836 629223656.036130
0.027562 0.048836 0.048836 588863001.375779
0.027562 0.048836 0.059539 567467935.854038
0.027562 0.059539 0.059539 546072870.332295
0.027562 0.059539 0.070261 528302551.488094
0.027562 0.070261 0.070261 510532232.643893
0.027562 0.070261 0.081000 492332070.958936
0.027562 0.081000 0.081000 474131909.273979
0.027562 0.081000 0.091757 456754084.855067
0.027562 0.091757 0.091757 439376260.436154
0.027562 0.091757 0.102501 426700983.229952
0.027562 0.102501 0.102501 414025706.023750
0.027562 0.102501 0.113250 406427585.293916
0.027562 0.113250 0.113250 398829464.564080
0.027562 0.113250 0.124006 393375885.665509
0.027562 0.124006 0.124006 387922306.766939
0.027562 0.124006 0.134761 382679366.265739
0.027562 0.134761 0.134761 377436425.764538
0.027562 0.134761 0.145531 372003372.144260
0.027562 0.145531 0.145531 366570318.523981
0.027562 0.145531 0.156301 361691125.197026
0.027562 0.156301 0.156301 356811931.870071
0.027562 0.156301 0.167057 353170572.821766
0.027562 0.167057 0.167057 349529213.773462
0.027562 0.167057 0.177821 346720729.543505
0.027562 0.177821 0.177821 343912245.313548
0.027562 0.177821 0.188592 341525875.492228
0.027562 0.188592 0.188592 339139505.670908
0.027562 0.188592 0.199356 336947969.647889
0.027562 0.199356 0.199356 334756433.624871
0.027562 0.199356 0.210114 332643786.826907
0.027562 0.210114 0.210114 330531140.028942
0.027562 0.210114 0.220892 328650159.547268
0.027562 0.220892 0.220892 326769179.065594
0.038180 0.038180 0.038180 610321552.735854
0.038180 0.038180 0.048836 569960898.075508
0.038180 0.038180 0.059539 548565832.553764
0.038180 0.048836 0.048836 529600243.415159
0.038180 0.048836 0.059539 508205177.893416
0.038180 0.048836 0.070261 490434859.049214
0.038180 0.059539 0.059539 486810112.371672
0.038180 0.059539 0.070261 469039793.527471
0.038180 0.059539 0.081000 450839631.842513
0.038180 0.070261 0.070261 451269474.683271
0.038180 0.070261 0.081000 433069312.998313
0.038180 0.070261 0.091757 415691488.579401
0.038180 0.081000 0.081000 414869151.313357
0.038180 0.081000 0.091757 397491326.894443
0.038180 0.081000 0.102501 384816049.688242
0.038180 0.091757 0.091757 380113502.475532
0.038180 0.091757 0.102501 367438225.269330
0.038180 0.091757 0.113250 359840104.539495
0.038180 0.102501 0.102501 354762948.063127
0.038180 0.102501 0.113250 347164827.333292
0.038180 0.102501 0.124006 341711248.434721
0.038180 0.113250 0.113250 339566706.603457
0.038180 0.113250 0.124006 334113127.704887
0.038180 0.113250 0.134761 328870187.203686
0.038180 0.124006 0.124006 328659548.806316
0.038180 0.124006 0.134761 323416608.305116
0.038180 0.124006 0.145531 317983554.684838
0.038180 0.134761 0.134761 318173667.803914
0.038180 0.134761 0.145531 312740614.183638
0.038180 0.134761 0.156301 307861420.856682
0.038180 0.145531 0.145531 307307560.563359
0.038180 0.145531 0.156301 302428367.236404
0.038180 0.145531 0.167057 298787008.188099
0.038180 0.156301 0.156301 297549173.909448
0.038180 0.156301 0.167057 293907814.861144
0.038180 0.156301 0.177821 291099330.631187
0.038180 0.167057 0.167057 290266455.812839
0.038180 0.167057 0.177821 287457971.582882
0.038180 0.167057 0.188592 285071601.761563
0.038180 0.177821 0.177821 284649487.352925
0.038180 0.177821 0.188592 282263117.531605
0.038180 0.177821 0.199356 280071581.508587
0.038180 0.188592 0.188592 279876747.710286
0.038180 0.188592 0.199356 277685211.687267
0.038180 0.188592 0.210114 275572564.889304
0.038180 0.199356 0.199356 275493675.664249
0.038180 0.199356 0.210114 273381028.866285
0.038180 0.199356 0.220892 271500048.384610
0.038180 0.210114 0.210114 271268382.068320
0.038180 0.210114 0.220892 269387401.586646
0.038180 0.220892 0.220892 267506421.104972
0.048836 0.048836 0.048836 489239588.754809
0.048836 0.048836 0.059539 467844523.233067
0.048836 0.048836 0.070261 450074204.388865
0.048836 0.048836 0.081000 431874042.703908
0.048836 0.059539 0.059539 446449457.711324
0.048836 0.059539 0.070261 428679138.867122
0.048836 0.059539 0.081000 410478977.182165
0.048836 0.059539 0.091757 393101152.763254
0.048836 0.070261 0.070261 410908820.022922
0.048836 0.070261 0.081000 392708658.337965
0.048836 0.070261 0.091757 375330833.919052
0.048836 0.070261 0.102501 362655556.712851
0.048836 0.081000 0.081000 374508496.653006
0.048836 0.081000 0.091757 357130672.234095
0.048836 0.081000 0.102501 344455395.027893
0.048836 0.081000 0.113250 336857274.298057
0.048836 0.091757 0.091757 339752847.815183
0.048836 0.091757 0.102501 327077570.608981
0.048836 0.091757 0.113250 319479449.879145
0.048836 0.091757 0.124006 314025870.980575
0.048836 0.102501 0.102501 314402293.402780
0.048836 0.102501 0.113250 306804172.672943
0.048836 0.102501 0.124006 301350593.774373
