2.	0.	2.	4.4317825996674296e-14
2.	-1.	2.	1.6934916252589482e-10
2.	-2.	2.	-1.0579611376612996e-7
2.	1.	2.	-3.875919227098931e-17
2.	0.	1.	-1.4469891069638116e-10
2.	-1.	1.	4.933705389035392e-7
2.	-2.	1.	-0.00010328132908920078
2.	1.	1.	-6.682746889338238e-14
2.	0.	0.	-4.518106480588007e-7
2.	-1.	0.	0.00012533953839790598
2.	-2.	0.	0.09080699445999682
2.	1.	0.	5.627049791025188e-11
2.	0.	-1.	-0.000025222490492570588
2.	1.	-1.	6.799655713782973e-8
2.	-1.	-1.	-0.3154271654514088
2.	-2.	-1.	17.54701891606991
2.	0.	-2.	0.2392376962891386
2.	1.	-2.	-0.00004198049835113623
2.	-1.	-2.	-18.391597394368567
2.	-3.	2.	-2.0465216917697944e-6
2.	-3.	1.	-0.000503901967582876
2.	-3.	0.	0.18484195506486367
2.	-4.	2.	0.0006568978164876197
2.	-4.	1.	0.06893480688829068
2.	0.	-3.	0.9857207826308558
1.	0.	2.	1.8663878565696954e-10
1.	-1.	2.	4.2061244354933493e-8
1.	-2.	2.	-0.00009824061465993263
1.	1.	2.	1.4574856851992842e-14
1.	0.	1.	4.304466050407077e-7
1.	-1.	1.	0.0005806332395475828
1.	-2.	1.	-0.2387583532330535
1.	1.	1.	-3.064983458741983e-11
1.	0.	0.	-0.00043746688573607266
1.	1.	0.	-1.1015846332406936e-7
1.	-1.	0.	0.7675805330416328
1.	-2.	0.	-17.968331459201377
1.	0.	-1.	-0.826176417383765
1.	1.	-1.	-3.6527647851679053e-6
1.	-1.	-1.	1.7616457427882999
1.	0.	-2.	40.77627029855618
1.	1.	-2.	0.05407968191433536
1.	-3.	2.	-0.0025430284588847107
1.	-4.	2.	0.06893480688829068
1.	-3.	1.	-0.27573922755316627
0.	0.	2.	4.019121416996537e-9
0.	-1.	2.	-0.00021165355682919236
0.	-2.	2.	0.09532900138815259
0.	1.	2.	6.57220426661323e-11
0.	0.	1.	0.0005842965536783355
0.	1.	1.	1.6051004837615528e-7
0.	-1.	1.	-0.41796284075437695
0.	-2.	1.	-17.061654839445552
0.	0.	0.	0.8395655978035472
0.	1.	0.	0.0000300960426195472
0.	-1.	0.	34.40277155700435
0.	0.	-1.	-49.61040767642356
0.	1.	-1.	-0.07992387377286216
0.	1.	-2.	-17.41649164984564
0.	-3.	2.	-0.4634016110243806
-1.	0.	2.	-0.00013930933498875918
-1.	-1.	2.	0.07925923997410005
-1.	-2.	2.	18.52079447940679
-1.	1.	2.	-6.095196539806396e-8
-1.	0.	1.	-0.42269875224881137
-1.	1.	1.	-0.00009725543009286448
-1.	-1.	1.	-0.17592565813089323
-1.	0.	0.	-27.18092689533363
-1.	1.	0.	0.038188143805084535
-1.	1.	-1.	34.82470981083452
-2.	0.	2.	0.03978397095720354
-2.	-1.	2.	-18.63006505240919
-2.	1.	2.	0.000014209484588981652
-2.	0.	1.	34.88688054938153
-2.	1.	1.	0.015784565776171183
-2.	1.	0.	-17.33171563762189
-3.	0.	2.	0.6231707260997013
-3.	1.	2.	0.000546287038977876
-3.	1.	1.	-0.026003981294152823
-4.	1.	2.	-0.11943334896111857
2.	0.	1.	1.7350619535242646e-11
2.	1.	1.	-6.682746889337668e-14
2.	0.	0.	1.1971119960381894e-8
2.	1.	0.	5.6270497910254904e-11
2.	0.	-1.	-0.000016707239609485313
2.	1.	-1.	6.799655713782928e-8
2.	1.	-2.	-0.00004198049835113623
2.	1.	2.	-3.875919227098812e-17
2.	-1.	2.	2.7703308458815154e-12
2.	0.	2.	2.0318519232606837e-15
2.	-2.	2.	-8.526532476812743e-11
2.	-1.	1.	3.1733129555194364e-9
2.	-2.	1.	-1.4813782029833166e-7
2.	-1.	0.	-2.3606506077762534e-6
2.	-3.	2.	-6.798326117729265e-9
1.	0.	1.	1.1299335526406438e-10
1.	1.	1.	-3.064983458742452e-11
