-2.	-1.	-2.	-1.6608205782312925170068027210884353741496598639455782312925170068027210884353741e-26
-2.	-1.	-1.	-2.6573129251700680272108843537414965986394557823129251700680272108843537414965986e-21
-2.	-1.	0	5.9789540816326530612244897959183673469387755102040816326530612244897959183673469e-17
-2.	-1.	1.	1.2223639455782312925170068027210884353741496598639455782312925170068027210884354e-11
-2.	-1.	2.	-3.7202380952380952380952380952380952380952380952380952380952380952380952380952381e-7
-2.	0	-2.	-1.5500992063492063492063492063492063492063492063492063492063492063492063492063492e-21
-2.	0	-1.	-6.8647250566893424036281179138321995464852607709750566893424036281179138321995465e-17
-2.	0	0	1.2843679138321995464852607709750566893424036281179138321995464852607709750566893e-12
-2.	0	1.	-4.8008786848072562358276643990929705215419501133786848072562358276643990929705215e-7
-2.	0	2.	0.025510204081632653061224489795918367346938775510204081632653061224489795918367347
-2.	1.	-2.	2.9230442176870748299319727891156462585034013605442176870748299319727891156462585e-16
-2.	1.	-1.	2.3561507936507936507936507936507936507936507936507936507936507936507936507936508e-11
-2.	1.	0	-1.0062358276643990929705215419501133786848072562358276643990929705215419501133787e-6
-2.	1.	1.	-0.03599773242630385487528344671201814058956916099773242630385487528344671201814059
-2.	1.	2.	793.65079365079365079365079365079365079365079365079365079365079365079365079365079
-2.	2.	-2.	-2.6573129251700680272108843537414965986394557823129251700680272108843537414965986e-12
-2.	2.	-1.	1.3818027210884353741496598639455782312925170068027210884353741496598639455782313e-7
-2.	2.	0	0.028486394557823129251700680272108843537414965986394557823129251700680272108843537
-2.	2.	1.	-1190.4761904761904761904761904761904761904761904761904761904761904761904761904762
-2.	3.	-2.	-9.9206349206349206349206349206349206349206349206349206349206349206349206349206349e-8
-2.	3.	-1.	-0.005952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	0	396.8253968253968253968253968253968253968253968253968253968253968253968253968254
-1.	-1.	-2.	3.3216411564625850340136054421768707482993197278911564625850340136054421768707483e-22
-1.	-1.	-1.	-1.992984693877551020408163265306122448979591836734693877551020408163265306122449e-17
-1.	-1.	0	-1.2489370748299319727891156462585034013605442176870748299319727891156462585034014e-11
-1.	-1.	1.	-2.3384353741496598639455782312925170068027210884353741496598639455782312925170068e-7
-1.	-1.	2.	0.029761904761904761904761904761904761904761904761904761904761904761904761904761905
-1.	0	-2.	-6.8647250566893424036281179138321995464852607709750566893424036281179138321995465e-17
-1.	0	-1.	1.8335459183673469387755102040816326530612244897959183673469387755102040816326531e-11
-1.	0	0	1.2099631519274376417233560090702947845804988662131519274376417233560090702947846e-6
-1.	0	1.	-0.17268990929705215419501133786848072562358276643990929705215419501133786848072562
-1.	0	2.	694.44444444444444444444444444444444444444444444444444444444444444444444444444444
-1.	1.	-2.	9.2120181405895691609977324263038548752834467120181405895691609977324263038548753e-12
-1.	1.	-1.	2.29946145124716553287981859410430839002267573696145124716553287981859410430839e-6
-1.	1.	0	0.075538548752834467120181405895691609977324263038548752834467120181405895691609977
-1.	1.	1.	-1984.126984126984126984126984126984126984126984126984126984126984126984126984127
-1.	2.	-2.	-3.0824829931972789115646258503401360544217687074829931972789115646258503401360544e-7
-1.	2.	-1.	-0.012329931972789115646258503401360544217687074829931972789115646258503401360544218
-1.	2.	0	2976.1904761904761904761904761904761904761904761904761904761904761904761904761905
-1.	3.	-2.	-0.005952380952380952380952380952380952380952380952380952380952380952380952380952381
-1.	3.	-1.	-793.65079365079365079365079365079365079365079365079365079365079365079365079365079
0	-1.	-2.	1.1957908163265306122448979591836734693877551020408163265306122448979591836734694e-16
0	-1.	-1.	2.0992772108843537414965986394557823129251700680272108843537414965986394557823129e-11
0	-1.	0	3.4013605442176870748299319727891156462585034013605442176870748299319727891156463e-7
0	-1.	1.	-0.039965986394557823129251700680272108843537414965986394557823129251700680272108844
0	-1.	2.	-595.2380952380952380952380952380952380952380952380952380952380952380952380952381
0	0	-2.	1.2843679138321995464852607709750566893424036281179138321995464852607709750566893e-12
0	0	-1.	1.2099631519274376417233560090702947845804988662131519274376417233560090702947846e-6
0	0	0	0.25269274376417233560090702947845804988662131519274376417233560090702947845804989
0	0	1.	-694.44444444444444444444444444444444444444444444444444444444444444444444444444444
0	1.	-2.	-1.4207766439909297052154195011337868480725623582766439909297052154195011337868481e-6
0	1.	-1.	-0.0698696145124716553287981859410430839002267573696145124716553287981859410430839
0	1.	0	595.2380952380952380952380952380952380952380952380952380952380952380952380952381
0	2.	-2.	0.0017006802721088435374149659863945578231292517006802721088435374149659863945578231
0	2.	-1.	-2380.9523809523809523809523809523809523809523809523809523809523809523809523809524
0	3.	-2.	396.8253968253968253968253968253968253968253968253968253968253968253968253968254
1.	-1.	-2.	-6.9090136054421768707482993197278911564625850340136054421768707482993197278911565e-12
1.	-1.	-1.	-9.0348639455782312925170068027210884353741496598639455782312925170068027210884354e-7
1.	-1.	0	0.017431972789115646258503401360544217687074829931972789115646258503401360544217687
1.	-1.	1.	1190.4761904761904761904761904761904761904761904761904761904761904761904761904762
1.	0	-2.	-4.8008786848072562358276643990929705215419501133786848072562358276643990929705215e-7
1.	0	-1.	-0.17268990929705215419501133786848072562358276643990929705215419501133786848072562
1.	0	0	-694.44444444444444444444444444444444444444444444444444444444444444444444444444444
1.	1.	-2.	0.048185941043083900226757369614512471655328798185941043083900226757369614512471655
1.	1.	-1.	1587.3015873015873015873015873015873015873015873015873015873015873015873015873016
1.	2.	-2.	595.2380952380952380952380952380952380952380952380952380952380952380952380952381
2.	-1.	-2.	1.0629251700680272108843537414965986394557823129251700680272108843537414965986395e-7
2.	-1.	-1.	0.010629251700680272108843537414965986394557823129251700680272108843537414965986395
2.	-1.	0	-595.2380952380952380952380952380952380952380952380952380952380952380952380952381
2.	0	-2.	0.025510204081632653061224489795918367346938775510204081632653061224489795918367347
2.	0	-1.	694.44444444444444444444444444444444444444444444444444444444444444444444444444444
2.	1.	-2.	-992.06349206349206349206349206349206349206349206349206349206349206349206349206349
