0
3.4425945101331219338052928112821442853599421550151554756e-08+0.0j
8.1645464874453145554312428311550467643045587297019159472e-09+2.013909131149878082710928844658122545301330594284203846e-09j
8.1645464874453145554312428311550467643045587246448049845e-09-2.0139091311498780827109288446581225453013305890639602716e-09j
5.8866449829826124781402759825852180793822715282523936295e-06+2.0022403575351572891106877761850184954949272790920286958e-05j
5.8866449829826124781402759825852180793822715282510885686e-06-2.0022403575351572891106877761850184954949272790915066714e-05j
-0.012729258602541342116040737490785575621034517953791668808+0.0065895398050736178570006840622952394695714081027886990595j
-0.012729258602541342116040737490785575621034517953797014337-0.0065895398050736178570006840622952394695714081027886990595j
8.3479391068372650224682513032100551826024140038988620729e-05-0.00013493928592161441467102834413864957244851939485963590398j
8.3479391068372650224682513032100551826024140038988622163e-05+0.00013493928592161441467102834413864957244851939485963590286j
4.7592339467502780164676792169965877423018144382010296926e-05+2.1967475339002311126898982988165303813913276816776094074e-06j
4.7592339467502780164676792169965877423018144980709591986e-05-2.1967475339002311126898982988165303813913275426938444826e-06j
-3.3409021511824828430643781961397355099729398632773214403e-07-1.323223576070045481844839506930593522902240282040946229e-06j
-3.3409021511824828430643781961397355099729398766411449908e-07+1.3232235760700454818448395069305935229022402800363726965e-06j
-6.0317822741515722515853071048236395235559893898037635107-8.0640078375186081157497333295327119836922223959519988109j
-6.0317822741515722515853071048236395235559893898037635107+8.0640078375186081157497333295327119836922223959465249888j
1.3297695676810371511595049285564536303738663888110948276-12.418487634587337034091255740965173639075106125740940144j
1.3297695676810371511595049285564536303738663888110947858+12.418487634587337034091255740965173639075106125740940342j
-0.00044677694388959333939124403567483873408843643965468938722-0.0015173398139280750149125125397267853611105656179624991438j
-0.00044677694388959333939124403567483873408843645158591105307+0.0015173398139280750149125125397267853611105656316470544595j
-0.00017944128890279614725370182826125431981653009533971959441-6.3508092925124524011219312541102525548343181896597853472e-06j
-0.00017944128890279614725370182826125431981653009493345935848+6.3508092925124524011219312541102525548343178475459024554e-06j
5062.6115010761937956383660561162149415024283170056600662-5150.8443808159234067375491295510363841154766567506112365j
5062.6115010761937956383660561162149415024283170066234589+5150.8443808159234067375491295510363841154766567506112365j
381250.96973216661488875449102611334786355548971444733313-563733.85021770978869612891821203647130962890692124458707j
381250.96973216661488875449102611334786355548971444727428+563733.85021770978869612891821203647130962890692124460213j
-0.013261056547319281457192170164872557941089118391950225157+0.0093097622850986820179191343204840444000819047546746926424j
-0.013261056547319281457192170164872557941089118501426667682-0.0093097622850986820179191343204840444000819049736275776931j
-0.0022289067867664410195853014067529416212385038756207135553+0.0039031189217195444537743989024386525905723270776820074638j
-0.0022289067867664410195853014067529416212385038756207135553-0.0039031189217195444537743989024386525905723270448390747061j
4218270.0305349972677977859657214574649237205421194482466+3094995.7645131603557459949340082877938139170928073141637j
4218270.0305349972677977859657214574649237205421194482466-3094995.7645131603557459949340082877938139170928072244806j
30600976095.339411522866139519852395167248785381232651947-11812130536.376790009065239315548704186437604110627480441j
30600976095.339411522866139519852395167248785381232652485+11812130536.376790009065239315548704186437604110627482548j
