0
3.7271420034600469383162814891875341911038877953615117008e-07+0.0j
8.6279957047134246775348923419687585504858844763703685153e-08+5.3577212007211719113945430026545457459264244026376713308e-08j
8.6279957047134246775348923419687585504858844763724076729e-08-5.3577212007211719113945430026545457459264244026356321731e-08j
9.3443891448441331109889804067991355276469237082444111748e-05+0.00014235620642377772068571634218877318701444471202809279478j
9.3443891448441331109889804067991355276469237082444111748e-05-0.00014235620642377772068571634218877318701444471202809281517j
-0.056495676958652243065076211765068481456263940715566251515+0.087125520856554774704305406040463272440291642280747320591j
-0.056495676958652243065076211765068481456263940715566084467-0.087125520856554774704305406040463272440291642280747320591j
-0.0015360168263042181888959366879117379957549364375280342915-0.0016276676119616900941449417344700725289078215235090498715j
-0.0015360168263042181888959366879117379957549364375280344623+0.00162766761196169009414494173447007252890782152350904986j
-3.0096299595184547256689373512132604658365640697629677024e-07-3.0492231198800341344419259792373950350845247744832011394e-05j
-3.0096299595184547256689373512132604658365642301288503079e-07+3.0492231198800341344419259792373950350845247778575665859e-05j
-3.886010637060768033539603706969247150726510097321447794e-06+2.2192809850081364010577829745383208169530185233737448896e-06j
-3.8860106370607680335396037069692471507265100973840907169e-06-2.219280985008136401057782974538320816953018523431167569e-06j
-67.786150686278406183467225820326137489951059471020472616-15.096898503161357562255972285793413387829194858870965173j
-67.786150686278406183467225820326137489951059471020472616+15.096898503161357562255972285793413387829194858870965173j
-38.064823720385346070242409550376440163160755709875706063-113.9496472872742820580489314139480699961427411606414482j
-38.064823720385346070242409550376440163160755709875717046+113.94964728727428205804893141394806999614274116064141796j
-0.00060973213297003327199563725487143508197977613687004167865+0.00037754699051978373433230556817681975175548734296378228947j
-0.00060973213297003327199563725487143508197977613780016379776-0.00037754699051978373433230556817681975175548734379768487902j
-0.00064983182048254028193242408432493537376804539786371885195+6.745192384656551194388452314581485731409553155501142873e-05j
-0.00064983182048254028193242408432493537376804539785302779311-6.7451923846565511943884523145814857314095531563029722861e-05j
-4606.8816035382019949871003235424680772490496345689705502-48892.799737517456664329530545064344109562788325220672926j
-4606.8816035382019949871003235424680772490496345689705502+48892.799737517456664329530545064344109562788325220672926j
1544427.4814276722364050129692764032013315203903148273124-4798371.3899950791606703854559079168662470714668341029549j
1544427.4814276722364050129692764032013315203903148266911+4798371.3899950791606703854559079168662470714668341027907j
0.00094955835540463802608483210920217853267543665397808334347+0.0012231227770815201508634572021516289785245291973495532262j
0.00094955835540463802608483210920217853267543666766263865915-0.0012231227770815201508634572021516289785245292029944322939j
0.0076075151188065372595910963052277684929365491931807249984-0.039611460998084416285062134073419597900720406488611598108j
0.007607515118806537259591096305227768492936549193608367352+0.039611460998084416285062134073419597900720406489680703992j
33480645.596908861843506954517373144424097301311983059512-13020000.585871673962768826086943198978003655478278889685j
33480645.596908861843506954517373144424097301311983062315+13020000.585871673962768826086943198978003655478278892488j
178665220553.6214883210996405561692425339300798549178974-117001410289.52361847648889985924708836294113208235286358j
178665220553.6214883210996405561692425339300798549179035+117001410289.52361847648889985924708836294113208235290304j
