0
-1.1728226069491169266444743940038068255448667978382001303099276e-06+0.0j
4.7732266149298498822804832887228355167603323609000672712584722e-07+2.8102321830157848493327029543381377331508607571802322631579127e-07j
4.7732266149298498822804832887228355167603323609000672713557068e-07-2.8102321830157848493327029543381377331508607571802322632308387e-07j
9.4592656298900755498012758739901374421680038122854474842555136e-05-0.0016611132966418826773788936246075686361668808991309261937281582j
9.4592656298900755498012758739901374421680038122854474842613477e-05+0.0016611132966418826773788936246075686361668808991309261937281582j
1.4258477635014008829016330491133080871371223089616293674325722-0.13263853463967828368583202128207118886417793479954863199440624j
1.4258477635014008829016330491133080871371223089616293674325921+0.13263853463967828368583202128207118886417793479954863199446598j
-0.04831304380111772521040139378408605627993361818463057321234299-0.024328511680827122702323376470096668450134809797484071321981938j
-0.048313043801117725210401393784086056279933618184630573212341823+0.024328511680827122702323376470096668450134809797484071321981938j
-6.6172306755443886264873642912398604895218521652534973945401689e-06-1.6377663492159338112213465950146530955658941258276496984417631e-05j
-6.617230675544388626487364291239860489521852165253497441835085e-06+1.6377663492159338112213465950146530955658941258276497054115403e-05j
-4.5073856055915476751300121399467961290729057704610923174713277e-06+2.6718758046548962871245367286565401607446764444760767915622963e-05j
-4.5073856055915476751300121399467961290729057704610923156044231e-06-2.6718758046548962871245367286565401607446764444760767911889154e-05j
271.37670026724460899010514975293943956401207963536110938545451+1105.3674638324937080903837475966268428774566059697096475397j
271.37670026724460899010514975293943956401207963536110938544432-1105.3674638324937080903837475966268428774566059697096475397127j
-767.21560023382471080813715787089848535302666737948334642215717-1526.0770668436772245083125855700936210008994417641810676367681j
-767.21560023382471080813715787089848535302666737948334642211638+1526.0770668436772245083125855700936210008994417641810676367681j
0.00016742538013986182576099044881241114544517350870371102666022365-0.00017840814275616169792504908379061395050795233624817233087887874j
0.00016742538013986182576099044881241114544517350870371102554505931+0.00017840814275616169792504908379061395050795233624817232904682304j
-0.0021302957781670964728881569648157897588041883456418745552182806+0.00031679004628719340399100812486279129530461389845764326742845784j
-0.0021302957781670964728881569648157897588041883456418745556962081-0.00031679004628719340399100812486279129530461389845764326730897594j
-813935.8376600128492184422575967680117374124456091131026937448+324689.58895818812712222787920226504783072306443548374976224559j
-813935.8376600128492184422575967680117374124456091131026937448-324689.58895818812712222787920226504783072306443548374976225081j
14517883.26917637551256697616972075766604008233434526800820111-62260924.463134921985387833840399156116743151948998249578507127j
14517883.269176375512566976169720757666040082334345268008201089+62260924.46313492198538783384039915611674315194899824957850721j
0.0031644631063508524031666565112566660314997564540684775106042692+0.0010130534192001469049040379709915967007223900758484472632727278j
0.0031644631063508524031666565112566660314997564540684775239862412-0.0010130534192001469049040379709915967007223900758484472632727278j
-0.084042559399450249193926943633198564848632653019634662754854045-0.1784636999860610440897523165111252567531672189011102847421273j
-0.084042559399450249193926943633198564848632653019634662756128519+0.17846369998606104408975231651112525675316721890111028472237296j
-323342056.78905766505695016199044476985298355517346901732636033-579356390.72107577000591250467386999427396812638869616585294501j
-323342056.78905766505695016199044476985298355517346901732636033+579356390.72107577000591250467386999427396812638869616585294501j
2096123107568.0599295156864948164510540516440491743793613506266-1543003401536.9161548450430485587720803197415244671284790102606j
2096123107568.0599295156864948164510540516440491743793613506266+1543003401536.9161548450430485587720803197415244671284790100416j
